,text,label
347,"Says the CBO estimates that fully extending the Bush tax cuts would add 600,000-1.4 million jobs in 2011 and 900,000-2.7 million jobs in 2012.",1
348,President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times.,1
349,"According to David Cay Johnston, the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans pay about 16 percent of their income to federal taxes.",1
350,"Most young Americans right now, theyre not covered by health insurance.",0
351,"In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.",1
352,"Over the last 10 years, Texas created 33 percent of the net new jobs nationwide.",1
353,Says two-thirds of groups targeted for IRS scrutiny were not conservative.,0
354,"In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And thats where they first established relationships with the young Vladimir Putin.",0
355,"Last week the Texas State Board of Education (SBOE), led by Rick Perrys appointee, voted to remove Thomas Jefferson from social studies textbook standards. Thats right. Thomas Jefferson... was deleted from a list of historical figures who inspired political change.",1
356,"As a U.S. senator with salary and perks, ‪#Bernie‬ is in the top 1 percent, but still paid only 13 percent in taxes last year.",0
357,"""You know we can't just pull out now... The truth of the matter is: If we started today, it would take one year, one year to get 160,000 troops physically out of Iraq, logistically.""",1
358,"From 2013-2015, the richest 14 Americans increased their net wealth by more than $157 billion, yet the Republican budget would not require these Americans to contribute one penny to deficit reduction.",1
359,"Says that while Foster was mayor, Rick Kriseman was ineffective in the Florida House of Representatives because there was no legislation that passed the House that had (Krisemans) name on it.",1
360,Says Texas routinely gets a lot more federal spending than it pays in taxes.,1
361,Cell phone numbers go public this month.,0
362,Says it has offered $12 million in savings through 2011 and $184 million in savings over the next 25 years in contract negotiations with the City of Milwaukee.,0
363,Clackamas County Commissioners approved a re-negotiated agreement to lower the countys contribution to TriMets Portland-Milwaukie Light Rail project to $19.9 million from $25 million.,0
364,Says Texas has 11 different felonies you can commit with an oyster.,1
365,The Obama administration is unwinding our nations welfare-to-work requirements.,0
366,"Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1.",1
367,The Redskins Training Camp deal generated $40 million in new private investment in the city.,1
368,The GOP budget plan would cut nearly a million jobs.,1
369,There are more people living in this country who were not born here than at anytime in the history of the country.,1
370,Says Hillary Clinton defended Syrias President Assad as a possible reformer at the start of that countrys civil war.,1
371,"The Postal Services financial losses result from a 2006 law that drains $5 billion a year from post office revenue, while the Postal Service is forced to overpay billions more into federal accounts.",1
372,As many as six federal department budget bills have been delayed because of opposition to amendments that would ban Confederate battle flag sales at federal building gift shops.,1
373,"Shes voted for 60 tax increases, hurting the middle class and small businesses.",0
374,"Now, in the House of Representatives, we have 40 different jobs bills that have passed and almost all of them have been bipartisan.",0
375,"Sheila Jackson Lee of Texas said: Hey, all you wrinkly, white-aged has-beens: Its time for you to die and let the next generation have your spot on the planet.",0
376,"Republican (small business tax cut) bill spends $80 million for better Google searches, not job creation",0
377,A 2013 state law would allow the operator of an iron ore mine in northern Wisconsin to fill in pristine streams and ponds with mine waste.,1
378,America is one of the highest-taxed nations in the world.,0
379,"If black America were a country, itd be the 15th wealthiest nation in the world.",0
380,"Since Republicans took over after the 2010 election, the graduation rate in Wisconsin has gone from 86 percent to 88 percent. The black graduation rate has gone from 60 percent to 65 percent. The Latino graduation rate has gone from 65 percent to 71 percent.",1
381,"It has been estimated that nearly 40 percent of all guns sold in America are sold by private, unlicensed sellers either online or through gun shows.",0
382,"""2008 was the deadliest year of the war (in Afghanistan) for American forces.""",1
383,"Florida teachers are ""already paid $5,000 below the national average.""",1
384,"Since Rick Perry became governor, Texas has gone from 46th in the country to 50th in the population that graduates from high school.",1
385,Says Amanda Fritz manages less than 5 percent of city operations.,1
386,The streetcar project planned by Mayor Tom Barrett would be a 1900s style trolley.,1
387,"Americans, in the last 30 years, have more than doubled the amount of money we are spending per child (on education) and the results have gotten worse, not better.",1
388,Polls show that Floridians dont want to repeal the Affordable Care Act.,0
389,Says Congressman Bill Pascrell voted to remove the public option from the Affordable Health Care Act.,0
390,"Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities.",1
391,Greg Abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue.,0
392,On offshore drilling for energy,1
393,"Under a proposed medical marijuana amendment in Florida, you dont get refills -- you get it forever.",0
