,text,Type
15694,"AMTRAK FACTS AND WHY AMERICANS SHOULDN’T TRUST THE CALL FOR MORE INFRASTRUCTURE SPENDING. The Democrats didn t waste any time pushing for more funding for Amtrak after the Philly crash but anyone with half a brain knows you shouldn t trust this push for more and bigger government funding. Here are some facts, yes, real facts to spread around to your liberal friends so they ll zip it on demonizing the Republicans with lies and distortions The Tuesday night Amtrak derailment in Philadelphia that left eight dead and hundreds injured occurred when a train hit a curve at twice the 50 mile per hour speed limit. So, naturally, this tragedy has devolved into a political rumpus over infrastructure spending.This reflexive demand for more public investment could benefit from a fact or two. House Republicans are supposedly to blame (retroactively?) for the crash because the Appropriations Committee passed a transportation funding measure Wednesday that hands Amtrak $289 million for operations and $850 million in capital grants or about $260 million less than its normal annual take.Never mind that Amtrak has pumped $2.6 billion into the 456-mile track called the northeast corridor over the last decade. The eight states along this",0
20862," Lebanon identifies bodies of 10 soldiers killed in Islamic State captivity . IS militants identified where they had buried the soldiers, army chief says . Islamic State had held territory along the border for years, and took Lebanese troops captive in 2014 . Families of the soldiers demand an inquiry to punish anyone who led to the deaths .",1
16057," Daniel Richman, a Columbia University professor from Brooklyn, went into hiding Thursday after James Comey revealed during his Senate testimony that the man leaked memos detailing the former FBI chief's conversations with President Trump to the press . Richman had vanished from his Henry Street digs by midday, and family members, friends and neighbors wouldn't answer doors or phone calls to shed any more light .",0
1349," Jared Kushner, one of Trump s senior advisers and his son-in-law, has come under FBI scrutiny in the Russia investigation . Officials say that the probe does not mean that Kushner is suspected of a crime or that they intend to charge him, but investigators believe he has significant information relevant to their inquiry .",0
10838,"Justice Scalia received last rites from Catholic priest at Texas ranch. (Reuters) - U.S. Supreme Court Justice Antonin Scalia received last rites from a Catholic priest at the Texas ranch where he died, Elizabeth O’Hara, a spokeswoman for the Diocese of El Paso, said on Saturday. Rev. Mike Alcuino, who serves at a parish in Presidio County, Texas, administered last rites to the justice, O’Hara said. ",1
7716, This Trump Supporter may literally be the dumbest person on Earth . Trump has been so vague on policy and his supporters simply don't seem to care . They hear about his hatred of Muslims and Mexicans and come running in droves . Trump proclaims over and over that he is a great  businessman who has employed tens of thousands of people .,0
9572,"Republican Senator Hatch endorses Trump after meeting. WASHINGTON (Reuters) - U.S. Senator Orrin Hatch of Utah, one of the Senate’s most senior Republicans, said on Thursday that he was endorsing presumptive presidential nominee Donald Trump. “I totally endorse him,” Hatch told reporters after he and other Senate Republican leaders met with the billionaire businessman and reality television star.  ",1
17970," Nazanin Zaghari-Ratcliffe, a project manager with the Thomson Reuters Foundation, was arrested by the elite Revolutionary Guards in April 2016 . She was convicted of plotting to overthrow Iran s clerical establishment, a charge denied by her family and the Foundation . Iran refuses to recognize dual nationals and denies them access to consular assistance .",1
8904, Jerry DeLemus is the co-chairman of the Veterans for Trump campaign in New Hampshire . He is married to a New Hampshire Republican state congresswoman . He joined up with the Bundy family members in Oregon to attempt to kickstart a revolution to overthrow the federal government . The Bundy brothers are just the kind of fanatics that he would latch on to .,0
23235," Snowden 2.0: New NSA Contractor Whistleblower, Arrested for Stealing Spy Malware, arrested for stealing spy malware . The contractor's name is Hal Martin, and he is a Navy veteran, said the Baltimore Sun reporter Ian Duncan . Martin worked for Booz Allan Hamilton, the same company that used to employ Snowden, before he blew the lid on NSA operations in 2013 .",0
14908," Russia, China, Egypt and Bolivia boycott informal meeting at U.N. on Venezuela . Venezuela is suffering from a harsh economic crisis and President Nicolas Maduro s government has clamped down on the opposition . Dozens have died in violence since the opposition began a sustained wave of protests in April . European Union foreign ministers approve economic sanctions, including an arms embargo, on Venezuela on Monday .",1
5441," NY Times says Trump campaign had repeated contact with Russian intelligence officials . U.S. law enforcement and intelligence agencies intercepted communications around the same time they were discovering evidence that Russia was trying to disrupt the presidential election by hacking into the Democratic National Committee, the Times says . The officials interviewed in recent weeks said they had seen no evidence of such cooperation so far, it says .",1
